"Symbol","Name","last","change","changepercent","open","high","low","bid","ask","vwap","sharevolume","dividend yield","beta","marketcap","sharesoutstanding","eps","peratio","pbratio","week52high","week52low","week52highvwap","week52lowvwap","week52highvol","week52lowvol","week52avgvol"
"DC.A","Dundee Corporation Class A Subordinate Voting Shares",1.34,0.03,2.290076,1.34,1.38,1.32,1.32,1.34,1.35465451,107403,,1.7915459871292114,119001262,85692310,-0.930000007,-1.4,0.343,1.61,0.61,1.5534,0.663,899210,714,88239
"PPL.PR.Q","Pembina Pipeline Corporation cumulative redeemable rate reset Class A preferred shares Series 17",19.65,0.44,2.290474,19.34,19.65,19.34,19.57,20.1,19.4643051,7246,6.134,1.1845040321350098,117900000,6000000,,,,19.65,7.83,19.4644,9.2783,178416,50,7103
"ROOT","Roots Corporation",2.78,-0.04,-1.41844,2.84,2.85,2.7,2.74,2.79,2.76302249,31274,,3.647033929824829,117310668,42198082,-1.02999997,-2.7,0.772,2.93,0.63,2.8807,0.6478,542512,200,56435
"TLG","Troilus Gold Corp.",0.9,-0.01,-1.098901,0.94,0.94,0.87,0.89,0.9,0.898018867,160088,,0.3888309895992279,117296855,132209008,-0.230000004,-4,4.286,1.83,0.42,1.6811,0.458,1641217,10417,303482
"MXG","Maxim Power Corp.",2.35,0.05,2.173913,2.34,2.36,2.34,2.3,2.37,2.35037037,2740,,0.8866469860076904,117051150,49809872,-0.029999999,-76.7,0.842,2.49,1.03,2.4516,1.2644,2001600,16,19750
"BBD.PR.C","Bombardier Inc. 6.25% Series 4 Cumulative Redeemable Preferred Shares",12.45,0.44,3.663614,12.35,12.45,12.06,12.42,12.45,12.3508901,34333,12.55,2.077692985534668,117030000,9400000,,,,13.23,6.52,12.98,6.7246,61311,759,13853
"ALA.PR.A","AltaGas Ltd. Preferred Shares Series A",17.16,-0.06,-0.348432,17.2,17.2,17.16,17,17.25,17.165,3792,4.458,1.0812530517578125,115773012,6746679,0.550000011,,,17.5,7.52,17.5,7.8688,313800,50,9822
"EFN.PR.A","Element Fleet Management Corp. 6.60% Cumulative 5-Year Rate Reset Preferred Shares Series A",25.11,0.07,0.279553,25,25.11,25,25.1,25.24,25.0706666,1688,6.903,0.7553409934043884,115506000,4600000,,,,25.41,15.45,25.1237,15.48,230000,7,5209
"IFA","iFabric Corp.",4.35,-0.3,-6.451613,4.53,4.53,4.3,4.3,4.4,4.41199993,7500,,1.4438170194625854,115169512,26575750,0.039999999,139.1,10.61,7.87,0.82,7.3462,0.82,124636,100,11552
"QEC","Questerre Energy Corporation",0.265,0.025,10.416667,0.245,0.27,0.245,0.26,0.27,0.259538626,233725,,2.216135025024414,113291740,427907033,-0.119999997,-1.9,0.564,0.28,0.06,0.2596,0.0855,1098037,100,45457
"BK.PR.A","Canadian Banc Corp. Preferred Shares",10.51,0,0,,,,10.55,10.61,10.547333,0,4.758,0.17374399304389954,112241356,10679482,,,,10.79,7.56,10.6036,8.2794,109100,4,5456
"HRT","Harte Gold Corp.",0.13,0,0,0.125,0.13,0.12,0.125,0.13,0.126283936,643640,,1.549528956413269,112184255,878697487,-0.07,-1.8,-2.167,0.22,0.08,0.2032,0.0788,4669947,6500,621638
"FFN","North American Financial 15 Split Corp. Class A Shares",6.77,0.09,1.347305,6.76,6.79,6.7,6.77,6.79,6.74483443,107323,20.092,2.8546650409698486,112058821,16667563,-2.93000006,-2.3,1.727,6.87,2.51,6.7574,2.5669,595927,1736,62164
"CWB.PR.B","Canadian Western Bank Non-Cumulative 5-Year Rate Reset First Preferred Shares Series 5",22.41,-0.04,-0.178174,22.25,22.43,22.25,22.29,22.42,22.3673076,7810,4.798,0.7162160277366638,112050000,5000000,,,,22.46,10,22.3674,10.3439,72136,9,6065
"ITE","i3 Energy plc",0.16,0.02,14.285714,0.14,0.16,0.14,0.15,0.16,0.155323382,2716191,,5.658350944519043,112008770,700054815,-0.059999998,-0.8,2.286,0.4,0.08,0.2048,0.085,2716191,242,60902
"CKI","Clarke Inc.",7.15,0.05,0.704225,7.1,7.15,7.1,7.1,7.15,7.10230769,2600,,1.844122052192688,111934137,15049792,-1.72000002,-4.1,0.785,13200,5.6,12620.833,5.682,35984,0,1211
"TRP.PR.F","TC Energy Corporation cumulative redeemable first preferred shares series 2",15.04,0.01,0.066534,15.03,15.04,15,15.03,15.05,15.0310204,4998,3.326,0.9445149898529053,111639153,7422816,,,,15.06,7.7,15.0311,7.8393,430808,10,9718
"CVE.PR.G","Cenovus Energy Inc. Cumulative Redeemable First Preferred Shares Series 7",18.6,0.05,0.269542,18.6,18.6,18.5,18.5,18.7,18.5837499,3380,5.289,1.750836968421936,111600000,6000000,,,,18.61,6.56,18.5838,6.8366,176970,20,12525
"MHC.U","Flagship Communities Real Estate Investment Trust",15.42,-0.36,-2.281369,15.26,15.42,15.26,15.4,15.55,15.3166666,300,3.307,-0.027713000774383545,110831250,12659125,3.20000004,4.9,11277188,16.08,13.75,16,14.1073,546642,1,6956
"BK","Canadian Banc Corp. Class A Shares",10.36,0.14,1.369863,10.26,10.37,10.26,10.26,10.37,10.3302856,3730,8.639,1.7072780132293701,110639434,10679482,-2.95000004,-3.5,1.56,10.39,4.99,10.3303,5.1281,124209,1147,23970
"HPS.A","Hammond Power Solutions Inc. Class A Subordinate Voting Shares",9.41,0.16,1.72973,9.11,9.58,9.11,9.4,9.58,9.31505015,19801,3.613,0.5713620185852051,110213214,8966624,1.12999999,8.3,0.951,10.4,4.29,10.1709,4.7721,140933,5,10290
"BIP.PR.A","Brookfield Infrastructure Partners L.P. Class A Preferred Limited Partnership Units Series 1",22.06,-0.14,-0.630631,22.23,22.37,22.05,22.05,22.4,22.2213919,27316,4.504,1.0308669805526733,110063186,4989265,,,,23.46,10.41,23.315,10.5218,73241,3,4528
"AQN.PR.A","Algonquin Power & Utilities Corp. cumulative rate reset preferred shares series A",22.91,0.16,0.703297,22.8,22.91,22.8,22.8,22.91,22.8511214,10700,5.633,0.7492740154266357,109968000,4800000,,,,22.91,12.53,22.8512,13.0763,104862,13,5311
"BAM.PR.K","Brookfield Asset Management Inc. CLASS A PREFERENCE SHARES SERIES 13",11.27,-0.03,-0.265487,11.3,11.3,11.27,10.68,11.3,11.2816666,1998,,0.8712490200996399,108643882,9640096,,,,11.66,6.14,11.6033,6.34,212980,100,9884
"CGGZ.UN","Canaccord Genuity Growth II Corp.",3.24,0.11,3.514377,3.19,3.245,3.08,3.15,3.25,3.16242044,372085,,,108054000,33350000,,,,4.24,3.08,3.981,3.1477,4115509,6,47155
"PPL.PR.C","Pembina Pipeline Corporation cumulative redeemable rate reset Class A preferred shares",17.94,0.19,1.070423,17.75,18.4,17.7,17.81,17.95,17.91049,10254,6.24,1.2594859600067139,107640000,6000000,,,,18.4,8.69,17.9105,8.8392,138562,100,7286
"GCL","Colabor Group Inc.",1.05,0,0,1.05,1.07,1.05,1.05,1.07,1.05518898,122088,,0.9112840294837952,106761829,101681285,-0.079999998,-13.1,1.207,1.24,0.21,1.1498,0.2188,1412757,15,109730
"NPI.PR.C","Northland Power Inc. cumulative rate reset preferred shares series 3",22.16,-0.09,-0.404494,22.25,22.25,22.02,22.16,22.25,22.2168965,2900,5.731,0.8911780118942261,106368000,4800000,,,,22.47,11.5,22.3285,11.7802,29800,10,3344
"SPG","Spark Power Group Inc.",1.98,0.08,4.210526,1.86,2,1.7,1.95,1.98,1.841375,80463,,1.3075040578842163,106226303,53649648,0.05,39.5,2.605,2.9,1,2.726,1.022,232599,90,31895
"COG","Condor Gold plc",0.81,0,0,,,,0.82,0.95,0.856667,0,,0.22088900208473206,105720715,130436318,,,1.91,1.4,0.38,1.3438,0.37,92500,10,5085
"FTS.PR.H","Fortis Inc. Cumulative Redeemable Five-Year Fixed Rate Reset First Preference Shar",13.7,0.04,0.292826,13.71,13.71,13.7,13.7,13.95,13.705,400,3.349,0.7507839798927307,105490000,7665082,,,,14.14,7.49,13.8682,8.41,91400,4,6092
"ADCO","Adcore Inc.",1.89,0.15,8.620689,1.71,1.9,1.27,1.86,1.9,1.54931623,329299,,3.085824966430664,105486432,57305186,0.039999999,53.4,12.6,3.34,0.32,2.989,0.3405,599499,25,55433
"GCT","GVIC Communications Corp.",0.35,0,0,0.34,0.35,0.28,0.34,0.36,0.3125,6553,,-0.3003210127353668,105148761,4208345,-0.07,-4.9,1.029,0.44,0.13,0.3784,0.125,41500,1,1103
"BCE.PR.O","BCE Inc. Cumulative Redeemable First Preferred Shares Series AO",22.75,-0.19,-0.828248,23,23,22.75,22.74,23.35,22.783,2039,4.681,0.6776940226554871,104650000,4600000,,,,23.28,12.39,23.1858,12.9505,67600,40,4517
"IDG","Indigo Books & Music Inc.",3.82,0.07,1.866667,3.82,3.91,3.725,3.75,3.91,3.77987421,16625,,1.215250015258789,104186531,27273961,-6.88999986,-0.6,1.713,5.25,0.82,4.9235,0.8521,957122,50,65359
"KPT","KP Tissue Inc.",10.7,-0.16,-1.473297,10.44,10.82,10.42,10.69,10.74,10.667244,25820,6.729,0.7361209988594055,104065557,9784692,0.090000003,122.3,1.444,14,8,13.8195,8.3285,91989,1800,19242
"BKI","Black Iron Inc.",0.415,-0.005,-1.190476,0.41,0.42,0.37,0.41,0.44,0.395653682,722561,,1.8093329668045044,103684978,262773965,-0.029999999,-13.5,-41.5,0.49,0.05,0.4651,0.0559,3254781,2000,547906
"CJ","Cardinal Energy Ltd.",2.03,0.13,6.842105,1.96,2.08,1.85,2.03,2.05,1.98275598,2674583,,3.1765339374542236,246969875,122697829,-4.38999986,-0.4,0.981,2.92,0.31,2.8386,0.3482,2656348,4750,432866
"BCE.PR.E","BCE Inc. Series AE BCE First Preferred Share",15.85,0.25,1.602564,15.78,15.85,15.59,15.75,15.99,15.7391044,6700,3.864,0.9027220010757446,103267711,6515313,,,,15.86,8.61,15.7392,8.7897,219797,100,8810
"RTG","RTG Mining Inc.",0.185,0,0,,,,0.165,0.185,0.185,0,,1.1268119812011719,101894673,680277010,-0.029999999,-7.5,18.5,0.22,0.04,0.22,0.036,447398,11,18048
"TML","Treasury Metals Inc.",0.9,0.01,1.123595,0.87,0.9,0.85,0.9,0.92,0.886438356,37483,,1.154026985168457,101278537,112734784,-0.14,-6.8,0.596,1.99,0.45,1.872,0.4701,763046,3104,108681
"MFC.PR.F","Manulife Financial Corporation Non-Cumulative Rate Reset Class 1 Shares Series 3",15.96,0,0,15.95,15.97,15.95,15.96,15.98,15.96,6598,3.412,1.0168989896774292,101119863,6335831,,,,16.21,6.2,16.1258,6.8908,480225,30,10368
"TVA.B","TVA Group Inc. Class B Non-Voting Shares",2.34,0.08,3.539823,2.28,2.34,2.28,2.29,2.34,2.33451611,6200,,0.6072310209274292,101100952,38885535,0.75,3,0.325,2.47,1.3,2.351,1.3427,120800,35,6941
"ELF.PR.H","E-L Financial Corporation Limited First Preference Shares Series 3",25.21,0.01,0.039683,25.21,25.22,25.21,25.2,25.34,25.212,596,5.454,0.6328120231628418,100840000,4000000,,,,25.41,19,25.4,19.2839,20199,40,2608
"PNE","Pine Cliff Energy Ltd.",0.3,-0.02,-6.25,0.345,0.345,0.3,0.3,0.325,0.31107226,214950,,0.950842022895813,100585258,335314017,-0.170000001,-1.8,-3,0.45,0.05,0.3853,0.0575,4358795,250,286617
"BGI.UN","Brookfield Global Infrastructure Securities Income Fund",6.25,0.07,1.132686,6.18,6.29,6.17,6.18,6.25,6.22490566,21420,9.6,0.6758949756622314,100516850,16125576,-1.44000005,-4.3,1.327,7.79,3.49,7.6363,3.6733,174720,2260,29227
"RBN.UN","Blue Ribbon Income Fund",7.92,0.04,0.507614,7.89,8,7.79,7.91,8.05,7.91606896,14507,6.061,1.1862380504608154,100466325,11191540,-1.36000001,-5.9,1.191,8.39,4.18,8.2873,4.519,59150,20,11844
"ERD","Erdene Resource Development Corporation",0.375,-0.005,-1.315789,0.375,0.385,0.35,0.365,0.38,0.368776595,329900,,1.486881971359253,100325787,268550433,-0.07,-5.9,3.409,0.71,0.13,0.6553,0.1423,3298179,14950,321521
"BRF.PR.A","Brookfield Renewable Power Preferred Equity Inc. Class A Preference Shares Series 1",17.93,-0.44,-2.39521,17.93,17.93,17.93,17.25,19,17.93,260,4.269,0.985834002494812,97718500,8249391,,,,19.42,9.99,18.872,10.262,118600,3,6335
"ELF.PR.F","E-L Financial Corporation Limited First Preference Shares Series 1",24.99,0,0,,,,25.01,25.04,25.011111,0,5.302,0.6410189867019653,99960000,4000000,,,,25.21,18.5,25.186,18.5854,52700,13,2305
"OLY","Olympia Financial Group Inc.",41.5,-0.25,-0.598802,41.5,41.5,41.5,41.5,42,41.5,461,6.651,0.715723991394043,99862944,2406336,3.30999994,12.5,5.28,54.82,30.21,54.82,30.3382,7900,1,724
"CCS.PR.C","Co-operators General Insurance Company Non-Cumulative Redeemable Class E Preference Shares Series C",24.94,-0.07,-0.279888,25,25.02,24.94,24.85,24.99,25.000625,4811,5.012,0.49836599826812744,99760000,4000000,,,,25.21,16.19,25.141,16.4603,24900,30,2752
"YGR","Yangarra Resources Ltd.",1.16,0.03,2.654867,1.16,1.2,1.12,1.15,1.18,1.16726805,468508,,2.979361057281494,99040800,85379725,0.090000003,11.9,0.322,1.21,0.27,1.1673,0.277,1513928,1035,248603
"NVCN","Neovasc Inc.",1.5,0.05,3.448276,1.45,1.52,1.19,1.5,1.53,1.34747771,406774,,2.9068078994750977,98890164,64965584,-4.40999984,-0.4,150,5.31,0.89,4.4308,0.9215,1407649,952,70009
"BRF.PR.E","Brookfield Renewable Power Preferred Equity Inc. Class A Preference Shares Series 5",24,0,0,,,,23.77,24.5,23.993488,0,5.208,0.8304160237312317,98640000,7000000,,,,24.58,14.57,24.4915,14.787,53873,2,3038
"AMM","Almaden Minerals Ltd.",0.81,-0.01,-1.219512,0.82,0.85,0.73,0.79,0.83,0.783975903,126092,,1.400454044342041,98253206,120650254,-0.029999999,-29.8,1.373,1.61,0.32,1.5649,0.3511,2016196,2355,126728
"ECN.PR.A","ECN Capital Corp. 6.50% Cumulative 5-Year Minimum Rate Reset Preferred Shares Series A",24.9,0.09,0.362757,24.98,24.98,24.9,24.85,24.9,24.90375,6520,6.526,0.9568529725074768,96761400,3886000,,,,25,11.75,24.9903,12.3634,125244,12,4789
"TGO","TeraGo Inc.",5.77,-0.4,-6.482982,6.12,6.12,5.73,5.75,5.92,5.86133333,6095,,0.4115079939365387,96716740,16762230,-0.490000009,-13.7,2.365,7.6,4,7.5007,5.256,389347,100,15552
"ZENA","Zenabis Global Inc.",0.12,0,0,0.125,0.125,0.105,0.115,0.12,0.112948797,5685377,,-0.20799000561237335,96469602,823041297,-0.490000009,-0.3,0.923,0.22,0.05,0.1935,0.0455,55457683,294122,5558189
"ELF.PR.G","E-L Financial Corporation Limited 4.75% Non-Cumulative Redeemable First Preference Shares Series 2",23.91,-0.09,-0.375,24,24,23.91,23.9,23.95,23.9930769,1300,4.967,0.6443009972572327,95640000,4000000,,,,24.55,16.25,24.4431,16.7077,41589,66,1821
"AQN.PR.D","Algonquin Power & Utilities Corp. cumulative rate reset preferred shares Series D",23.85,-0.08,-0.334308,23.95,23.95,23.85,23.85,24,23.8718918,3850,5.337,0.642982006072998,95400000,4000000,,,,23.96,13.48,23.93,13.5722,201400,3,4320
"GXE","Gear Energy Ltd.",0.44,0.04,10,0.405,0.44,0.405,0.435,0.44,0.417246092,1153965,,5.308999061584473,95255600,217992966,-0.360000014,-1.1,0.917,0.44,0.08,0.4173,0.0893,4852795,3508,312927
"LB.PR.H","Laurentian Bank of Canada Non-Cumulative Class A Preferred Shares Series 13",18.95,-0.2,-1.044386,19.15,19.15,18.95,18.7,18.98,18.9837498,1640,5.439,1.319301962852478,94750000,5000000,,,,19.4,8.53,19.2474,8.9166,115501,100,6094
"STEP","STEP Energy Services Ltd.",1.39,0,0,1.37,1.43,1.35,1.37,1.39,1.38952453,65490,,3.2630560398101807,93860676,67713824,-1.88999998,-0.7,0.408,1.47,0.28,1.391,0.284,561359,500,66270
"BCE.PR.I","BCE Inc. Series AI BCE First Preferred Share",15.75,0.25,1.612903,15.7,15.75,15.53,15.6,16,15.7,1766,4.365,0.7492979764938354,93710673,5949884,,,,15.75,8.61,15.7,8.8326,175900,5,4358
"ECN.PR.C","ECN Capital Corp. 6.25% Cumulative 5-Year Minimum Rate Reset Preferred Shares Series C",24.7,0,0,24.78,24.79,24.7,24.65,24.79,24.7554166,2400,6.326,0.8253009915351868,92694160,3752800,,,,24.8,11.74,24.7555,12.2528,91700,15,3146
"SLF.PR.G","Sun Life Financial Inc. Class A Non-Cumulative Rate Reset Preferred Shares Series 8R",14.76,0,0,14.84,14.84,14.7,14.76,14.86,14.7516964,11200,3.091,1.0280530452728271,91767806,6217331,,,,15.4,6.64,15.134,7.0631,258300,32,8740
"LPEN","Loop Energy Inc.",14.6,-0.41,-2.731512,15.25,15.3,14.5,14.6,14.75,14.7997048,59042,,,490238231,33577961,-0.200000002,-81,-41.714,17.45,14.5,17.0302,14.7998,1587366,53607,10773
"DIAM","Star Diamond Corporation",0.2,0,0,0.2,0.2,0.195,0.2,0.21,0.198533791,436813,,0.7771400213241577,90400873,452804364,-0.009999999,-21.7,1.25,0.44,0.16,0.4316,0.1543,2171779,5957,259819
"BC.U","Bespoke Capital Acquisition Corp. Class A restricted voting shares",9.88,-0.03,-0.302725,9.9,9.95,9.76,9.79,10.2,9.84248893,46200,,0.03954000025987625,88920000,9000000,-0.25999999,-38.5,,11.75,8.32,10.9936,9.203,1011463,100,56689
"GDC","Genesis Land Development Corp.",2.11,0.05,2.427185,2.1,2.15,2.1,2.09,2.14,2.13202797,14316,,1.439851999282837,88470897,41863335,0.039999999,52.5,0.456,2.46,0.82,2.3483,0.9227,1517520,5,22477
"TI","Titan Mining Corporation",0.63,-0.02,-3.076923,0.65,0.65,0.63,0.63,0.7,0.63957317,42650,,-0.31708601117134094,87556770,138978357,-0.159999996,-3.9,3.5,1.11,0.14,1.0079,0.1499,2810600,300,80321
"SBR","Silver Bear Resources plc",0.13,0,0,0.13,0.13,0.125,0.13,0.14,0.129782608,23496,,0.9882959723472595,87499761,674045262,-0.100000001,-1.6,-1.3,0.24,0.05,0.2234,0.0762,2739564,5,91512
"FSY","Forsys Metals Corp.",0.52,-0.01,-1.886792,0.53,0.55,0.46,0.52,0.57,0.521655328,223264,,0.6705790162086487,86787723,166899467,-0.009999999,-68.9,6.5,0.63,0.06,0.5958,0.0686,1049804,200,92116
"BAM.PR.G","Brookfield Asset Management Inc. Class A Preference Shares Series 9",15.6,0,0,,,,15.45,16,15.6,0,4.407,1.3323990106582642,86049304,5515981,,,,15.9,7.64,15.8967,7.63,210390,2,3064
"BUI","Buhler Industries Inc.",3.4,0.15,4.615385,3.29,3.4,3.29,3.32,3.39,3.33,2112,,0.06051800027489662,85000000,25000000,-0.959999978,-3.1,1.1,3.96,2.21,3.8143,2.25,6815,1,387
"GDL","Goodfellow Inc.",9.89,0.03,0.30426,10,10,9.75,9.75,9.9,9.81999996,2830,6.067,1.4340660572052002,84683659,8562554,1.61000001,6.3,0.698,10.5,3.5,10.2824,3.5109,36580,5,4608
"MID.UN","MINT Income Fund",5.5,0.01,0.182149,5.5,5.52,5.49,5.49,5.5,5.499375,3295,8.727,0.6870899796485901,84100924,13825977,-0.730000019,-7.7,1.058,6,4.16,5.8589,4.3036,74963,102,13477
"NPI.PR.A","Northland Power Inc. cumulative rate reset preferred shares series 1",17.6,0.05,0.2849,17.6,17.6,17.6,17.6,17.87,17.6,1920,4.548,0.8836349844932556,83815530,4762246,,,,17.86,8.36,17.665,8.5146,75955,20,4387
"FFH.PR.E","Fairfax Financial Holdings Limited Cumulative 5-Year Rate Reset Preferred Shares Series E",15.31,0.07,0.459318,15.35,15.5,15.15,15.3,15.38,15.2997297,11206,5.198,0.8757539987564087,83288421,5440132,,,,15.7,7.89,15.555,8.0767,92800,20,5624
"TRI.PR.B","Thomson Reuters Corporation Cum Red Floating Rt Pref Share Ser 11",13.85,-0.05,-0.359712,13.9,13.9,13.85,13.6,13.85,13.8928571,700,,0.9395239949226379,83100000,6000000,,,,14,6.8,13.9113,7.4298,105600,16,4826
"GEO","Geodrill Limited",1.82,0.03,1.675978,1.8,1.85,1.8,1.81,1.82,1.8108125,16000,,0.9974169731140137,80815644,44511300,0.119999997,14.8,0.897,2.07,0.81,1.9962,0.855,836873,100,24047
"AX.PR.E","Artis Real Estate Investment Trust Preferred Units Series E",21.24,0,0,21.24,21.24,21.24,21,21.56,21.24,700,6.441,1.0461889505386353,80318508,3781474,,,,21.83,11.98,21.8228,12.1526,54600,10,4004
"CFF","Conifex Timber Inc.",1.72,0.03,1.775148,1.7,1.8,1.64,1.71,1.72,1.70213768,276388,,1.9604740142822266,79889525,46457030,-3.67000007,-0.5,0.691,2,0.26,1.9934,0.3599,386944,50,57747
"BCE.PR.G","BCE Inc. Series AG BCE First Preferred Share",15.78,0.17,1.089046,15.75,15.87,15.65,15.5,15.85,15.7886301,21956,4.436,0.7991099953651428,78660949,4984851,,,,15.9,8.75,15.7887,9.0127,94400,5,3885
"TRL","Trilogy International Partners Inc.",1.31,-0.06,-4.379562,1.37,1.37,1.3,1.31,1.46,1.35768683,28223,,0.38577398657798767,78496672,59921124,-0.439999997,-3.6,-0.78,1.93,0.83,1.8967,0.9437,866007,122,43885
"BRF.PR.B","Brookfield Renewable Power Preferred Equity Inc. Class A Preference Shares Series 2",17.37,0,0,,,,17.13,17.67,17.37,0,3.839,1.0746790170669556,78338700,3110531,,,,18.2,9.74,17.9,10.4699,30000,1,1946
"AIM.PR.C","Aimia Inc. Cumulative Rate Reset Preferred Shares Series 3",17.95,0,0,17.95,17.95,17.95,17.11,18.09,17.95,100,8.372,0.6077489852905273,78176971,4355263,6.71999979,,,19.08,15.2,18.9917,15.5945,48386,41,2217
"PEA","Pieridae Energy Limited",0.495,0.005,1.020408,0.49,0.5,0.49,0.495,0.51,0.497650273,92696,,2.478285074234009,78032726,157641871,-0.529999971,-0.9,1.547,0.75,0.12,0.6685,0.1338,552679,20,86292
"AIM.PR.A","Aimia Inc. Cumulative Rate Reset Preferred Shares Series 1",15.35,0,0,,,,15.3,15.65,15.35,0,7.821,0.8201490044593811,78026199,5083140,6.71999979,,,15.78,10.25,15.5858,10.276,75100,1,1561
"CGI.PR.D","Canadian General Investments Limited 3.75% Cumulative Redeemable Class A Preference Shares Series 4",25.74,0.2,0.783085,25.74,25.74,25.74,25.58,25.74,25.74,260,3.642,0.2351430058479309,77220000,3000000,,,,25.9,22.11,25.8934,22.2166,20050,100,1393
"ASP","Acerus Pharmaceuticals Corporation",0.05,0,0,0.05,0.05,0.045,0.05,0.055,0.048801775,339400,,1.0665290355682373,76879404,1537588081,-0.05,-1,2522.67,0.1,0.03,0.0697,0.025,7116955,100,220819
"PAT","Patriot One Technologies Inc.",0.51,-0.02,-3.773585,0.53,0.53,0.51,0.51,0.52,0.519473257,318325,,0.8226410150527954,76871597,150728622,-0.129999995,-4.2,1.308,1.42,0.39,1.2602,0.3887,2565222,30336,360503
"EMA.PR.A","Emera Incorporated Cumulative 5-Year Rate Reset First Preferred Shares Series A",15.66,-0.02,-0.127551,15.64,15.66,15.64,15.65,15.9,15.65,456,3.484,0.9991469979286194,76214307,4866814,,,,15.9,8.66,15.835,8.7661,150400,4,4433
"AX.PR.A","Artis Real Estate Investment Trust Preferred Units Series A",22.69,0.14,0.620843,22.63,22.69,22.63,22.71,22.93,22.67,600,6.238,0.9129499793052673,76068225,3352500,,,,22.73,12.75,22.67,13.0163,49125,42,3853
"TSL","Tree Island Steel Ltd.",2.65,0.3,12.765958,2.49,2.9,2.49,2.66,2.69,2.65148469,78928,4.528,1.060703992843628,75670700,28500361,0.009999999,265,1.514,2.91,1.12,2.815,1.1514,311860,50,11644
"CF.PR.C","Canaccord Genuity Group Inc. Cumulative 5-Year Rate Reset First Preferred Shares Series C",19.31,-0.09,-0.463918,19.4,19.4,19.31,19.4,19.58,19.3357141,700,6.464,1.275426983833313,75177808,4000000,,,,19.88,9.53,19.6,9.7338,16600,5,2997
"EQB.PR.C","Equitable Group Inc. Non Cumulative 5-Year Rate Reset Preferred Shares Series 3",25.15,0,0,,,,25.16,25.32,25.138065,0,5.933,0.6221230030059814,75170835,2988900,,,,25.47,14.75,25.2434,15.2218,16470,18,1924
"CXI","Currency Exchange International Corp.",11.605,0.305,2.699115,11.605,11.605,11.605,11.31,11.49,11.605,100,,0.5991610288619995,74445332,6407667,-1.78999996,-6.4,1.007,16.28,8.81,14.95,8.9831,232714,1,7519
"LN","Loncor Resources Inc.",0.6,-0.05,-7.692307,0.69,0.69,0.57,0.59,0.6,0.629785517,186816,,2.3029229640960693,74234504,123724174,-0.05,-14.8,1.875,0.89,0.32,0.8159,0.3483,322350,500,55005
