Segment,Sector,Issuer Name,ISIN,Sedol,Security Type,MiFIR Identifier,Currency,Trading Parameter Code,Price Tick Table ID,Country of Register,Mnemonic,Short Name,Long Name,EMS,Max Spread Floor,Max Spread Perc.,ADT / PTS (EU),ADT / PTS (UK),Issuer Version Start Date
SET3,ON10,UP GLOBAL SOURCING HOLDINGS PLC,GB00BYX7MG58,BYX7MG5,DE,SHRS,GBX,TP_27,TM_44,GB,UPGS,UP GLOBAL,ORDS 0.25P,5000,3,10,13946506,110686,21/09/2020
SET3,ON10,DP EURASIA N.V.,NL0012328801,BZ12PK4,DE,SHRS,GBX,TP_27,TM_44,GB,DPEU,DP EURASIA,ORD EUR0.12 (DI),10000,3,10,446429,453617,22/06/2020
SET3,ON10,BANK OF IRELAND GROUP PLC,IE00BD1RP616,BDRXFJ6,IE,SHRS,EUR,TP_27,TM_46,IE,BIRG,BANK OF IRELAND,ORD EUR1.00,4000,.03,10,28840732,28840732,03/01/2018
SET3,ON10,PERSHING SQUARE HOLDINGS LTD,GG00BPFJTF46,BG0H5M9,IE,SHRS,USD,TP_27,TM_45,ZZ,PSHD,PERSHING SQ. $,ORD NPV (USD),1000,.03,10,7689501,7689501,26/03/2020
SET3,ON10,GEORGIA CAPITAL PLC,GB00BF4HYV08,BF4HYV0,DE,SHRS,GBX,TP_27,TM_45,GB,CGEO,GEORGIA CAPITAL,ORD 1P,1500,3,10,1295713,1316285,23/04/2020
SET3,ON10,NB PRIVATE EQUITY PARTNERS LD,GG00B1ZBD492,BD9PCY4,IE,SHRS,USD,TP_27,TM_44,ZZ,NBPU,NB PRIV. EQTY.$,ORD USD0.01 (USD),500,.03,10,859504,862915,21/09/2020
SET3,ON10,HARBOURVEST GLOBAL PRIVATE EQUITY L,GG00BR30MJ80,BGT0LX2,DE,SHRS,USD,TP_27,TM_45,ZZ,HVPD,HARBOURVEST $,ORD NPV,1000,.03,10,1833735,1862842,13/08/2020
SET3,ON10,COUNTRYWIDE PLC,GB00BK5V9445,BK5V944,DE,SHRS,GBX,TP_27,TM_46,GB,CWD,COUNTRYWIDE,ORD 1P,3000,3,10,19272402,19272402,21/09/2020
SET3,ON10,BYTES TECHNOLOGY GROUP PLC,GB00BMH18Q19,BMH18Q1,DE,SHRS,GBX,TP_27,TM_46,GB,BYIT,BYTES TECH,ORD GBP0.01,3000,3,10,1320616,8113448,18/12/2020
SET3,ON10,VH GLOBAL SUSTAINABLE ENERGY OPPORT,GB00BNKVP754,BNKVP75,DE,SHRS,GBX,TP_27,TM_43,GB,GSEO,VH GLOBAL SUST.,ORD 1P,3000,3,10,15318,25000,02/02/2021
SET3,ON10,DR. MARTENS PLC,GB00BL6NGV24,BL6NGV2,DE,SHRS,GBX,TP_27,TM_47,GB,DOCS,DR.MARTENS,ORD GBP0.01,5000,3,10,9803522,75000000,03/02/2021
SET3,ON10,MOONPIG GROUP PLC,GB00BMT9K014,BMT9K01,DE,SHRS,GBX,TP_27,TM_46,GB,MOON,MOONPIG GR,ORD 10P,3000,3,10,2981999,3000000,05/02/2021
SET3,ON10,FORESIGHT GROUP HOLDINGS LIMITED,GG00BMD8MJ76,BMD8MJ7,IE,SHRS,GBX,TP_27,TM_44,GG,FSG,FORESIGHTGR,ORD NPV,1500,3,10,729746,300000,09/02/2021
SET3,ON10,HIBERNIA REIT P.L.C.,IE00BGHQ1986,BGHQ1C1,IE,SHRS,GBX,TP_27,TM_45,IE,HBRN,HIBERNIA REIT,ORD EUR0.10,15000,3,10,4104834,4104834,18/02/2021
SET3,ON10,AUCTION TECHNOLOGY GROUP PLC,GB00BMVQDZ64,BMVQDZ6,DE,SHRS,GBX,TP_27,TM_48,GB,ATG,AUCTION TECH,ORD 0.01P,2000,3,10,0,0,26/02/2021
SET3,ON15,PETRA DIAMONDS LD,BMG702781094,0683564,IE,SHRS,GBX,TP_29,TM_45,JE,PDL,PETRA DIAMONDS,ORD 10P (DI),200000,5,15,1460797,1466594,22/06/2020
SET3,ON15,ABERDEEN NEW THAI INV TST PLC,GB0000059971,0005997,DE,SHRS,GBX,TP_29,TM_43,GB,ANW,ABDN.NEW THAI,ORD 25P,750,5,15,7338209,58239,21/12/2020
SET3,ON15,CQS NATURAL RES GROWTH & INCOME PLC,GB0000353929,0035392,DE,SHRS,GBX,TP_29,TM_44,GB,CYN,CQS NAT,ORD 25P,3000,5,15,0,127303,11/12/2018
SET3,ON15,CASTINGS PLC,GB0001795680,0179568,DE,SHRS,GBX,TP_29,TM_43,GB,CGS,CASTINGS,ORD 10P,750,5,15,150949,153345,04/12/2017
SET3,ON15,R.E.A.HLDGS PLC,GB0002349065,0234906,DE,SHRS,GBX,TP_29,TM_43,GB,RE.,R.E.A.HLDGS.,ORD 25P,5000,5,15,2912460,23114,15/08/2017
SET3,ON15,ABERDEEN JAPAN INV TST PLC,GB0003920757,0392075,DE,SHRS,GBX,TP_29,TM_43,GB,AJIT,ABERDEEN JAPAN,ORD 10P,500,5,15,78898,80151,07/07/2020
SET3,ON15,DUNEDIN ENTERPRISE INV TST PLC,GB0005776561,0577656,DE,SHRS,GBX,TP_29,TM_43,GB,DNE,DUNEDIN ENT.IT.,ORD 25P,1000,5,15,0,151840,15/08/2017
SET3,ON15,MOUNTVIEW ESTATES PLC,GB0006081037,0608103,DE,SHRS,GBX,TP_29,TM_43,GB,MTVW,MOUNTVIEW EST.,ORD 5P,30,5,15,7032947,55817,15/08/2017
SET3,ON15,CHARLES STANLEY GROUP PLC,GB0006556046,0655604,DE,SHRS,GBX,TP_29,TM_43,GB,CAY,CHARLES STANLEY,ORD 25P,1000,5,15,52581,53415,19/01/2018
SET3,ON15,SHIRES INCOME PLC,GB0008052507,0805250,DE,SHRS,GBX,TP_29,TM_44,GB,SHRS,SHIRES INC.,ORD 50P,1500,5,15,0,124930,15/08/2017
SET3,ON15,WILMINGTON PLC,GB0009692319,0969231,DE,SHRS,GBX,TP_29,TM_43,GB,WIL,WILMINGTON,ORD 5P,2000,5,15,200762,203949,23/03/2020
SET3,ON15,BARINGS EMERGING EMEA OPPORTUN. PLC,GB0032273343,3227334,DE,SHRS,GBX,TP_29,TM_44,GB,BEMO,BARINGS EMERG.,ORD 10P,500,5,15,393038,137251,17/11/2020
SET3,ON15,INVESCO ENHANCED INCOME LIMITED,GB00B05NYM32,B05NYM3,DE,SHRS,GBX,TP_29,TM_44,GB,IPE,INVESCO EN.,ORD 5P,5000,5,15,236380,240132,22/05/2020
SET3,ON15,INDIA CAPITAL GROWTH FUND LD,GB00B0P8RJ60,B0P8RJ6,DE,SHRS,GBX,TP_29,TM_44,GB,IGC,INDIA CAP,ORD 1P,5000,5,15,275052,279417,19/03/2018
SET3,ON15,LMS CAPITAL PLC,GB00B12MHD28,B12MHD2,DE,SHRS,GBX,TP_29,TM_43,GB,LMS,LMS CAPITAL,ORD 10P,10000,5,15,36771,36917,15/08/2017
SET3,ON15,BH MACRO LD,GG00B1NPGV15,B1NPGV1,IE,SHRS,USD,TP_29,TM_43,GG,BHMU,BH MACRO USD,ORD NPV (USD),150,.05,15,0,73555,01/03/2018
SET3,ON15,HANSARD GLOBAL PLC,IM00B1H1XF89,B1H1XF8,IE,SHRS,GBX,TP_29,TM_43,IM,HSD,HANSARD,ORD 50P,10000,5,15,25178,25277,18/06/2018
SET3,ON15,GULF INVESTMENT FUND PLC,IM00B1Z40704,B1Z4070,IE,SHRS,USD,TP_29,TM_43,IM,GIF,GULF,ORD USD0.01,5000,.05,15,35526,35666,13/12/2017
SET3,ON15,RECORD PLC,GB00B28ZPS36,B28ZPS3,DE,SHRS,GBX,TP_29,TM_44,GB,REC,RECORD,ORD 0.025P,10000,5,15,7611674,66339,18/03/2019
SET3,ON15,SPORTECH PLC,GB00B28ZPV64,B28ZPV6,DE,SHRS,GBX,TP_29,TM_44,GB,SPO,SPORTECH,ORD 20P,20000,5,15,137999,137451,23/12/2019
SET3,ON15,BH GLOBAL LD,GG00B2QQPS89,B2QQPS8,IE,SHRS,USD,TP_29,TM_43,GG,BHGU,BH GLOBAL $,ORD NPV USD,300,.05,15,0,28029,15/08/2017
SET3,ON15,ABERDEEN EMERG MTKS INV CO,GG00B45L2K95,B45L2K9,IE,SHRS,GBX,TP_29,TM_43,GG,AEMC,ABERDEEN EMIC,ORD 1P,750,5,15,0,251046,15/08/2017
SET3,ON15,ABERDEEN LATIN AMERICAN INC FUND LD,JE00B44ZTP62,B44ZTP6,IE,SHRS,GBX,TP_29,TM_44,JE,ALAI,ABERDEEN LAT,ORD NPV,5000,5,15,82120,83423,15/08/2017
SET3,ON15,JUPITER UK GROWTH INVEST.TRST.PLC  ,GB00BFD3V961,BFD3V96,DE,SHRS,GBX,TP_29,TM_43,GB,JUKG,JUPITER UK GR,ORD 5P,1500,5,15,71547,72683,15/08/2017
SET3,ON15,GULF MARINE SERVICES PLC,GB00BJVWTM27,BJVWTM2,DE,SHRS,GBX,TP_29,TM_44,GB,GMS,GULF MARINE,ORD 10P,50000,5,15,224214,223369,20/03/2020
SET3,ON15,IRISH CONTINENTAL GROUP PLC,IE00BLP58571,BLP59W1,IE,SHRS,GBX,TP_29,TM_45,IE,ICGC,IRISH CONT.,UTS (COMP 1 ORD EUR0.065 & UP TO 10 RED),1000,5,15,1622765,1622765,13/01/2021
SET3,ON15,PRINCESS PRIVATE EQUITY HOLDING LD,GG00B28C2R28,BF012D4,IE,SHRS,GBX,TP_29,TM_44,ZZ,PEYS,PRINCESS PRIV Â,ORD EUR0.001 (GBP),500,5,15,908609,912215,22/06/2020
SET3,ON15,JPMORGAN MULTI-ASSET TRUST PLC,GB00BFWJJT14,BFWJJT1,DE,SHRS,GBX,TP_29,TM_44,GB,MATE,JPMORGAN MULTI.,ORD 1P,3000,5,15,149607,151981,18/06/2018
SET3,ON15,ODYSSEAN INVESTMENT TRUST PLC,GB00BFFK7H57,BFFK7H5,DE,SHRS,GBX,TP_29,TM_43,GB,OIT,ODYSSEAN INVES.,ORD 1P,3000,5,15,108201,108630,24/12/2018
SET3,ON15,GORE STREET ENERGY STORAGE FUND PLC,GB00BG0P0V73,BG0P0V7,DE,SHRS,GBX,TP_29,TM_43,GB,GSF,GORE STREET EN.,ORD GBP0.01,3000,5,15,42393,25570,24/12/2018
SET3,ON15,TRITAX EUROBOX PLC,GB00BG382L74,BG43LH0,DE,SHRS,EUR,TP_29,TM_44,ZZ,BOXE,TRITAX EURO.EUR,ORD EUR0.01 (EUR),5000,.05,15,1118750,1136507,26/03/2020
SET3,ON15,MACAU PROPERTY OPP. FUND LD,GG00BGDYFV61,BGDYFV6,DE,SHRS,GBX,TP_29,TM_43,GG,MPO,MACAU PROPERTY,ORD USD0.01,5000,5,15,100482,102077,22/06/2020
SET3,ON15,ASA INTERNATIONAL GROUP PLC,GB00BDFXHW57,BDFXHW5,DE,SHRS,GBX,TP_29,TM_44,GB,ASAI,ASA INT,ORD GBP1,2000,5,15,264015,268206,21/09/2020
SET3,ON15,THEWORKS.CO.UK PLC,GB00BF5HBF20,BF5HBF2,DE,SHRS,GBX,TP_29,TM_43,GB,WRKS,THEWORKS.CO.UK.,ORD 1P,15000,5,15,101267,102875,24/12/2018
SET3,ON15,THIRD POINT INVESTORS LIMITED,GG00B1YQ7219,BD2Z0L4,IE,SHRS,GBX,TP_29,TM_44,ZZ,TPOS,THIRD POI. $,ORD NPV $,300,5,15,174960864,1388578,14/08/2020
SET3,ON15,MOBIUS INVESTMENT TRUST PLC,GB00BFZ7R980,BFZ7R98,DE,SHRS,GBX,TP_29,TM_44,GB,MMIT,MOBIUS INVESTM.,ORD 1P,3000,5,15,246952,250872,24/12/2018
SET3,ON15,WORSLEY INVESTORS LIMITED,GG00BHXH0C87,BHXH0C8,DE,SHRS,GBX,TP_29,TM_43,GG,WINV,WORSLEY INV LTD,ORD NPV,10000,5,15,13628,17089,23/06/2020
SET3,ON15,AQUILA EUROPEAN RENEWABLES INCOME F,GB00BK6RLF66,BJMXQK1,DE,SHRS,GBX,TP_29,TM_43,ZZ,AERS,AQUILA EURO. Â,ORD EUR0.01 (GBP),3000,5,15,264376,266186,23/09/2019
SET3,ON15,AQUILA EUROPEAN RENEWABLES INCOME F,GB00BK6RLF66,BK6RLF6,DE,SHRS,EUR,TP_29,TM_43,GB,AERI,AQUILA EURO.,ORD EUR0.01,3000,.05,15,264376,266186,23/09/2019
SET3,ON15,HANSA INVESTMENT COMPANY LIMITED,BMG428941162,BKLFC18,DE,SHRS,GBX,TP_29,TM_43,GB,HAN,HANSA INV.,ORD 1P (DI),1500,5,15,0,62060,23/12/2019
SET3,ON15,JPMORGAN GLOBAL CORE REAL ASSETS LI,GG00BJVKW831,BKT60J7,IE,SHRS,USD,TP_29,TM_44,ZZ,JARU,JPMORGAN GLBL $,ORD NPV (USD),3000,.05,15,0,1546285,11/03/2020
SET3,ON15,JPMORGAN GLOBAL CORE REAL ASSETS LI,GG00BJVKW831,BKT60G4,IE,SHRS,EUR,TP_29,TM_44,ZY,JARE,JPMORGAN GLBL E,ORD NPV (EUR),3000,.05,15,0,1546285,11/03/2020
SET3,ON15,ALTYNGOLD PLC,GB00BMH19X50,BMH19X5,DE,SHRS,GBX,TP_29,TM_44,GB,ALTN,ALTYNGOLD,ORD 10P,3000,5,15,72332,72294,09/12/2020
SET3,ON15,HIGHBRIDGE TACTICAL CREDIT FUND LTD,GG00BMXD8491,BMXD849,IE,SHRS,GBX,TP_29,TM_48,GG,HTCF,HIGHBRIDGE GBP,ORD NPV GBP,1500,5,15,0,0,26/02/2021
SET3,ON5,KERRY GROUP PLC,IE0004906560,0490656,IE,SHRS,EUR,TP_27,TM_46,IE,KYGA,KERRY GRP.'A','A'ORD EUR0.125,200,.01,5,57432165,57432165,06/06/2018
SET3,ON5,KINGSPAN GROUP PLC,IE0004927939,0492793,IE,SHRS,EUR,TP_27,TM_46,IE,KGP,KINGSPAN GRP.,ORD EUR0.13,300,.01,5,33809708,33809708,03/01/2018
SET3,ON5,AIB GROUP PLC,IE00BF0L3536,BF4KR65,IE,SHRS,GBX,TP_27,TM_46,IE,AIBG,AIB GROUP,ORD EUR0.625,5000,1,5,24552785,24552785,04/01/2021
,,,,,,,,,,,,,,,,,,,
AMSM,AE50,IOMART GROUP PLC,GB0004281639,0428163,DE,SHRS,GBX,TP_29,TM_45,GB,IOM,IOMART,ORD 1P,2000,5,15,559752,566402,15/08/2017
AMSM,AE50,NICHOLS PLC,GB0006389398,0638939,DE,SHRS,GBX,TP_29,TM_44,GB,NICL,NICHOLS,ORD 10P,300,5,15,356953,354187,21/12/2020
AMSM,AE50,NEXT FIFTEEN COMMUNICATIONS GRP PLC,GB0030026057,3002605,DE,SHRS,GBX,TP_29,TM_44,GB,NFC,NEXT FIFTEEN,ORD 2.5P,750,5,15,523737,529948,18/06/2018
AMSM,AE50,ITM POWER PLC,GB00B0130H42,B0130H4,DE,SHRS,GBX,TP_29,TM_45,GB,ITM,ITM POWER,ORD 5P,5000,5,15,1270634,1270634,23/03/2020
AMSM,AE50,EMIS GROUP PLC,GB00B61D1Y04,B61D1Y0,DE,SHRS,GBX,TP_29,TM_45,GB,EMIS,EMIS,ORD 1P,1500,5,15,2110999,2136031,15/08/2017
AMSM,AE50,ABCAM PLC,GB00B6774699,B677469,DE,SHRS,GBX,TP_29,TM_46,GB,ABC,ABCAM,ORD 0.2P,1500,5,15,10316919,10439255,30/03/2020
AMSM,AE50,SILENCE THERAPEUTICS PLC,GB00B9GTXM62,B9GTXM6,DE,SHRS,GBX,TP_29,TM_44,GB,SLN,SILENCE THER.,ORD 5P,750,5,15,461090,461090,24/03/2020
AMSM,AE50,SECURE INCOME REIT PLC,GB00BLMQ9L68,BLMQ9L6,DE,SHRS,GBX,TP_29,TM_45,GB,SIR,SECURE INCOME,ORD 10P,1000,5,15,1863201,1885205,21/09/2020
AMSM,AE50,GAMMA COMMUNICATIONS PLC,GB00BQS10J50,BQS10J5,DE,SHRS,GBX,TP_29,TM_44,GB,GAMA,GAMMA COMS,ORD 0.25P,750,5,15,2236610,2263131,24/09/2018
AMSM,AE50,RWS HOLDINGS PLC,GB00BVFCZV34,BVFCZV3,DE,SHRS,GBX,TP_29,TM_45,GB,RWS,RWS HLDGS,ORD 1P,3000,5,15,2559887,2590275,15/08/2017
AMSM,AE50,MIDWICH GROUP PLC,GB00BYSXWW41,BYSXWW4,DE,SHRS,GBX,TP_29,TM_44,GB,MIDW,MIDWICH GRP,ORD GBP0.01,1000,5,15,639914,647502,23/12/2019
AMSM,AE50,DRAPER ESPRIT PLC,GB00BY7QYJ50,BY7QYJ5,DE,SHRS,GBX,TP_29,TM_44,GB,GROW,DRAPER ESP,ORD GBP0.01,750,5,15,1040782,1053123,24/06/2019
AMSM,AE50,WAREHOUSE REIT PLC,GB00BD2NCM38,BD2NCM3,DE,SHRS,GBX,TP_29,TM_44,GB,WHR,WAREHOUSE REIT,ORD 1P,3000,5,15,606152,613340,21/09/2020
AMSM,AF50,YOUNG & CO'S BREWERY PLC,GB00B2NDK765,B2NDK76,DE,SHRS,GBX,TP_29,TM_44,GB,YNGA,YOUNG & CO 'A',A' ORD 12.5P,300,5,15,301345,298964,20/06/2018
AMSM,AF50,YOUNG & CO'S BREWERY PLC,GB00B2NDK989,B2NDK98,DE,SHRS,GBX,TP_29,TM_43,GB,YNGN,YOUNG & CO N/V,NON VTG ORD 12.5P,500,5,15,88646,89697,04/12/2017
AMSM,AF50,THORPE(F.W.) PLC,GB00BC9ZLX92,BC9ZLX9,DE,SHRS,GBX,TP_29,TM_43,GB,TFW,THORPE (F.W),ORD 1P,1000,5,15,0,74217,18/06/2018
AMSM,AM25,INDUS GAS LD,GG00B39HF298,B39HF29,IE,SHRS,GBX,TP_31,TM_43,JE,INDI,INDUS GAS,ORD 1P,1500,5,25,5958,5911,15/08/2017
AMSM,AS50,GOOCH & HOUSEGO PLC,GB0002259116,0225911,DE,SHRS,GBX,TP_27,TM_44,GB,GHH,GOOCH & HOUSEGO,ORD 20P,300,3,10,416390,421325,04/12/2017
AMSM,AS50,PAN AFRICAN RESOURCES PLC,GB0004300496,0430049,DE,SHRS,GBX,TP_27,TM_44,GB,PAF,PAN AFRICAN,ORD 1P,30000,3,10,183498,183498,22/06/2020
AMSM,AS50,ADVANCED MEDICAL SOLUTIONS GRP PLC,GB0004536594,0453659,DE,SHRS,GBX,TP_27,TM_45,GB,AMS,ADVANCED MED.,ORD 5P,3000,3,10,1295148,1310505,15/08/2017
AMSM,AS50,JOHNSON SERVICE GROUP PLC,GB0004762810,0476281,DE,SHRS,GBX,TP_27,TM_45,GB,JSG,JOHNSON SERV.,ORD 10P,10000,3,10,1287814,1303085,15/08/2017
AMSM,AS50,IMPAX ASSET MANAGEMENT GROUP PLC,GB0004905260,0490526,DE,SHRS,GBX,TP_27,TM_44,GB,IPX,IMPAX ASSET MAN,ORD 1P,1500,3,10,263187,266316,24/06/2019
AMSM,AS50,RENEW HOLDINGS PLC,GB0005359004,0535900,DE,SHRS,GBX,TP_27,TM_44,GB,RNWH,RENEW HOLDINGS,ORD 10P,750,3,10,394415,399092,10/05/2018
AMSM,AS50,GB GROUP PLC,GB0006870611,0687061,DE,SHRS,GBX,TP_27,TM_45,GB,GBG,GB GROUP,ORD 2.5P,2000,3,10,3926381,3972964,15/08/2017
AMSM,AS50,SCAPA GROUP PLC,GB0007281198,0728119,DE,SHRS,GBX,TP_27,TM_45,GB,SCPA,SCAPA GRP.,ORD 5P,5000,3,10,2408406,2437005,24/10/2017
AMSM,AS50,M. P. EVANS GROUP PLC,GB0007538100,0753810,DE,SHRS,GBX,TP_27,TM_43,GB,MPE,M.P. EVANS,ORD 10P,500,3,10,0,216263,15/08/2017
AMSM,AS50,VOLEX PLC,GB0009390070,0939007,DE,SHRS,GBX,TP_27,TM_44,GB,VLX,VOLEX,ORD 25P,5000,3,10,404234,409027,21/12/2020
AMSM,AS50,IQE PLC,GB0009619924,0961992,DE,SHRS,GBX,TP_27,TM_46,GB,IQE,IQE,ORD 1P,20000,3,10,5086192,5146604,12/06/2018
AMSM,AS50,ASOS PLC,GB0030927254,3092725,DE,SHRS,GBX,TP_27,TM_47,GB,ASC,ASOS,ORD 3.5P,300,3,10,46995542,47552802,15/08/2017
AMSM,AS50,ALLIANCE PHARMA PLC,GB0031030819,3103081,DE,SHRS,GBX,TP_27,TM_45,GB,APH,ALLIANCE PHARMA,ORD 1P,15000,3,10,733202,741892,10/04/2018
AMSM,AS50,FIRST DERIVATIVES PLC,GB0031477770,3147777,DE,SHRS,GBX,TP_27,TM_45,GB,FDP,FIRST DERIV.,ORD 0.5P,750,3,10,2868909,2902943,24/10/2017
AMSM,AS50,NUMIS CORPORATION PLC,GB00B05M6465,B05M646,DE,SHRS,GBX,TP_27,TM_45,GB,NUM,NUMIS CORP,ORD 5P,3000,3,10,515936,521985,15/08/2017
AMSM,AS50,SERICA ENERGY PLC,GB00B0CY5V57,B0CY5V5,DE,SHRS,GBX,TP_27,TM_45,GB,SQZ,SERICA,ORD USD0.10,10000,3,10,731276,739948,24/12/2018
AMSM,AS50,CARETECH HOLDINGS PLC,GB00B0KWHQ09,B0KWHQ0,DE,SHRS,GBX,TP_27,TM_44,GB,CTH,CARETECH HLDG,ORD 0.5P,3000,3,10,995698,1007929,19/10/2018
AMSM,AS50,JAMES HALSTEAD PLC,GB00B0LS8535,B0LS853,DE,SHRS,GBX,TP_27,TM_44,GB,JHD,JAMES HALSTEAD,ORD 5P,1000,3,10,451066,456415,15/08/2017
AMSM,AS50,JET2 PLC,GB00B1722W11,B1722W1,DE,SHRS,GBX,TP_27,TM_46,GB,JET2,JET2 PLC,ORD 1.25P,1500,3,10,6536100,6613579,17/09/2020
AMSM,AS50,POLAR CAPITAL HOLDINGS PLC,GB00B1GCLT25,B1GCLT2,DE,SHRS,GBX,TP_27,TM_44,GB,POLR,POLAR C. HLDGS,ORD 2.5P,750,3,10,510927,516983,04/12/2017
AMSM,AS50,CVS GROUP PLC,GB00B2863827,B286382,DE,SHRS,GBX,TP_27,TM_46,GB,CVSG,CVS GROUP,ORD 0.2P,1500,3,10,4253899,4304072,15/08/2017
AMSM,AS50,CENTRAL ASIA METALS PLC,GB00B67KBV28,B67KBV2,DE,SHRS,GBX,TP_27,TM_45,GB,CAML,CENTRAL ASIA,ORD USD0.01,10000,3,10,761014,770038,19/03/2018
AMSM,AS50,DOTDIGITAL GROUP PLC,GB00B3W40C23,B3W40C2,DE,SHRS,GBX,TP_27,TM_44,GB,DOTD,DOTDIGITAL,ORD 0.5P,10000,3,10,468461,468469,22/06/2020
AMSM,AS50,LEARNING TECHNOLOGIES GROUP PLC,GB00B4T7HX10,B4T7HX1,DE,SHRS,GBX,TP_27,TM_46,GB,LTG,LEARNING TECH.,ORD 0.375P,15000,3,10,5115171,5175826,06/10/2017
AMSM,AS50,SMART METERING SYSTEMS PLC,GB00B4X1RC86,B4X1RC8,DE,SHRS,GBX,TP_27,TM_45,GB,SMS,SMART METERING,ORD 1P,3000,3,10,3264754,3303467,15/08/2017
AMSM,AS50,CLINIGEN GROUP PLC,GB00B89J2419,B89J241,DE,SHRS,GBX,TP_27,TM_46,GB,CLIN,CLINIGEN,ORD 0.1P,2000,3,10,4262184,4312778,15/08/2017
AMSM,AS50,KEYWORDS STUDIOS PLC,GB00BBQ38507,BBQ3850,DE,SHRS,GBX,TP_27,TM_46,GB,KWS,KEYWORDS STUDIO,ORD 1P,750,3,10,7870585,7963912,15/08/2017
AMSM,AS50,FRONTIER DEVELOPMENTS PLC,GB00BBT32N39,BBT32N3,DE,SHRS,GBX,TP_27,TM_45,GB,FDEV,FRONTIER DEV,ORD 0.5P,1000,3,10,1012555,1024486,04/12/2017
AMSM,AS50,FEVERTREE DRINKS PLC,GB00BRJ9BJ26,BRJ9BJ2,DE,SHRS,GBX,TP_27,TM_47,GB,FEVR,FEVERTREE DRK,ORD 0.25P,750,3,10,28548800,28887324,15/08/2017
AMSM,AS50,MORTGAGE ADVICE BUREAU (HLDGS) PLC,GB00BQSBH502,BQSBH50,DE,SHRS,GBX,TP_27,TM_44,GB,MAB1,MORTGAGE AD,ORD 0.1P,750,3,10,0,505832,17/01/2019
AMSM,AS50,BLUE PRISM GROUP PLC,GB00BYQ0HV16,BYQ0HV1,DE,SHRS,GBX,TP_27,TM_46,GB,PRSM,BLUE PRISM,ORD 1P,1000,3,10,8890839,8996264,30/01/2018
AMSM,AS50,WATKIN JONES PLC,GB00BD6RF223,BD6RF22,DE,SHRS,GBX,TP_27,TM_45,GB,WJG,WATKIN JONES,ORD 1P,10000,3,10,2184435,2187502,04/12/2017
AMSM,AS50,SUMO GROUP PLC,GB00BD3HV384,BD3HV38,DE,SHRS,GBX,TP_27,TM_44,GB,SUMO,SUMO GROUP PLC,ORD GBP0.01,3000,3,10,218129,220715,18/05/2020
AMSM,AS50,KNIGHTS GROUP HOLDINGS PLC,GB00BFYF6298,BFYF629,DE,SHRS,GBX,TP_27,TM_44,GB,KGH,KNIGHTS GROUP .,ORD 0.2P,1500,3,10,201169,203554,21/02/2020
AMSM,AS50,CERES POWER HOLDINGS PLC,GB00BG5KQW09,BG5KQW0,DE,SHRS,GBX,TP_27,TM_45,GB,CWR,CERES POWER,ORD 10P,3000,3,10,874438,874438,20/09/2019
AMSM,ASM6,GRIFFIN MINING LD,BMG319201049,0050384,DE,SHRS,GBX,TP_27,TM_44,GB,GFM,GRIFFIN MINING,ORD $0.01,10000,3,10,193846,192341,18/02/2021
AMSM,ASM6,CAMELLIA PLC,GB0001667087,0166708,DE,SHRS,GBX,TP_27,TM_43,GB,CAM,CAMELLIA,ORD 10P,50,3,10,56224,55820,21/09/2020
AMSM,ASM6,IDOX PLC,GB0002998192,0299819,DE,SHRS,GBX,TP_27,TM_44,GB,IDOX,IDOX,ORD 1P,10000,3,10,585035,591972,21/03/2018
AMSM,ASM6,ENWELL ENERGY PLC,GB0031775819,3177581,DE,SHRS,GBX,TP_27,TM_44,GB,ENW,ENWELL ENERGY,ORD 5P,15000,3,10,162319,161331,29/05/2020
AMSM,ASM6,IMMUPHARMA PLC,GB0033711010,3371101,DE,SHRS,GBX,TP_27,TM_44,GB,IMM,IMMUPHARMA,ORD 10P,20000,3,10,196283,196283,30/01/2018
AMSM,ASM6,M&C SAATCHI PLC,GB00B01F7T14,B01F7T1,DE,SHRS,GBX,TP_27,TM_44,GB,SAA,M&C SAATCHI,ORD 1P,5000,3,10,590709,597697,23/09/2019
AMSM,ASM6,NAKED WINES PLC,GB00B021F836,B021F83,DE,SHRS,GBX,TP_27,TM_45,GB,WINE,NAKED WINE,ORD 7.5P,1500,3,10,1243105,1257845,23/09/2019
AMSM,ASM6,BEGBIES TRAYNOR GROUP PLC,GB00B0305S97,B0305S9,DE,SHRS,GBX,TP_27,TM_44,GB,BEG,BEGBIES,ORD 5P,5000,3,10,150047,151826,21/12/2020
AMSM,ASM6,SYNAIRGEN PLC,GB00B0381Z20,B0381Z2,DE,SHRS,GBX,TP_27,TM_43,GB,SNG,SYNAIRGEN,ORD 1P,5000,3,10,16302,16176,29/10/2020
AMSM,ASM6,STAFFLINE GROUP PLC,GB00B040L800,B040L80,DE,SHRS,GBX,TP_27,TM_45,GB,STAF,STAFFLINE,ORD 10P,10000,3,10,967966,1101329,21/09/2020
AMSM,ASM6,BROOKS MACDONALD GROUP PLC,GB00B067N833,B067N83,DE,SHRS,GBX,TP_27,TM_44,GB,BRK,BROOKS,ORD 1P,150,3,10,365397,369730,21/12/2020
AMSM,ASM6,TELIT COMMUNICATIONS PLC,GB00B06GM726,B06GM72,DE,SHRS,GBX,TP_27,TM_45,GB,TCM,TELIT COMM,ORD 1P,10000,3,10,2938042,2938042,04/12/2017
