Segment,Sector,Issuer Name,ISIN,Sedol,Security Type,MiFIR Identifier,Currency,Trading Parameter Code,Price Tick Table ID,Country of Register,Mnemonic,Short Name,Long Name,EMS,Max Spread Floor,Max Spread Perc.,ADT / PTS (EU),ADT / PTS (UK),Issuer Version Start Date
AMSM,ASM6,ROCKHOPPER EXPLORATION PLC,GB00B0FVQX23,B0FVQX2,DE,SHRS,GBX,TP_27,TM_45,GB,RKH,ROCKHOPPER,ORD 1P,50000,3,10,288867,288867,15/08/2017
AMSM,ASM6,QUADRISE FUELS INTERNATIONAL PLC,GB00B11DDB67,B11DDB6,DE,SHRS,GBX,TP_27,TM_44,GB,QFI,QUADRISE,ORD 1P,200000,3,10,76867,76316,18/06/2018
AMSM,ASM6,PANTHEON RESOURCES PLC,GB00B125SX82,B125SX8,DE,SHRS,GBX,TP_27,TM_44,GB,PANR,PANTHEON RES,ORD 1P,50000,3,10,436637,436625,15/08/2017
AMSM,ASM6,AFC ENERGY PLC,GB00B18S7B29,B18S7B2,DE,SHRS,GBX,TP_27,TM_45,GB,AFC,AFC ENERGY,ORD 0.1P,10000,3,10,3029968,371261,24/09/2018
AMSM,ASM6,VERTU MOTORS PLC,GB00B1GK4645,B1GK464,DE,SHRS,GBX,TP_27,TM_44,GB,VTU,VERTU MOTORS,ORD 10P,10000,3,10,383101,387644,15/08/2017
AMSM,ASM6,BROWN(N.)GROUP PLC,GB00B1P6ZR11,B1P6ZR1,DE,SHRS,GBX,TP_27,TM_45,GB,BWNG,BROWN(N.) GRP.,ORD 11 1/19P,15000,3,10,994515,1010301,23/12/2020
AMSM,ASM6,BREEDON GROUP PLC,JE00B2419D89,B2419D8,IE,SHRS,GBX,TP_27,TM_44,JE,BREE,BREEDON,ORD NPV,20000,3,10,4102745,4151394,30/09/2020
AMSM,ASM6,STERLING ENERGY PLC,GB00B4X3Q493,B4X3Q49,DE,SHRS,GBX,TP_27,TM_43,GB,SEY,STERLING ENERGY,ORD 10P,30000,3,10,7379,7321,18/12/2017
AMSM,ASM6,ZANAGA IRON,VGG9888M1023,B5W9W47,DE,SHRS,GBX,TP_27,TM_44,GB,ZIOC,ZANAGA IRON,ORD NPV (DI),50000,3,10,54396,54396,23/12/2019
AMSM,ASM6,WANDISCO PLC,JE00B6Y3DV84,B6Y3DV8,IE,SHRS,GBX,TP_27,TM_44,JE,WAND,WANDISCO,ORD 10P,1000,3,10,481987,487702,07/09/2018
AMSM,ASM6,GLOBALWORTH REAL ESTATE INVESTMENTS,GG00B979FD04,B979FD0,IE,SHRS,EUR,TP_27,TM_43,GG,GWI,GLOBALWORTH,ORD NPV,750,.03,10,1700790,1720958,21/09/2020
AMSM,ASM6,GAMING REALMS PLC,GB00BBHXD542,BBHXD54,DE,SHRS,GBX,TP_27,TM_43,GB,GMR,GAMING REALMS,ORD 10P,75000,3,10,21175,21011,24/09/2018
AMSM,ASM6,BLUEJAY MINING PLC,GB00BFD3VF20,BFD3VF2,DE,SHRS,GBX,TP_27,TM_44,GB,JAY,BLUEJAY MIN,ORD 0.01P,75000,3,10,902571,892887,19/03/2018
AMSM,ASM6,PARKMEAD GROUP (THE) PLC,GB00BGCYZL73,BGCYZL7,DE,SHRS,GBX,TP_27,TM_44,GB,PMG,PARKMEAD,ORD 1.5P,10000,3,10,174569,173195,24/09/2018
AMSM,ASM6,HURRICANE ENERGY PLC,GB00B580MF54,B580MF5,DE,SHRS,GBX,TP_27,TM_46,GB,HUR,HURRICANE ENERG,ORD 0.1P,75000,3,10,9857731,9987438,21/09/2020
AMSM,ASM6,4D PHARMA PLC,GB00BJL5BR07,BJL5BR0,DE,SHRS,GBX,TP_27,TM_44,GB,DDDD,4D PHARMA PLC,ORD 0.25P,5000,3,10,202820,207157,21/09/2020
AMSM,ASM6,CIRCASSIA GROUP PLC,GB00BJVD3B28,BJVD3B2,DE,SHRS,GBX,TP_27,TM_45,GB,CIR,CIRCASSIA,ORD 0.08P,15000,3,10,806635,897835,04/05/2020
AMSM,ASM6,BOOHOO GROUP PLC,JE00BG6L7297,BG6L729,IE,SHRS,GBX,TP_27,TM_47,JE,BOO,BOOHOO,ORD 1P,5000,3,10,29819566,30173158,13/07/2018
AMSM,ASM6,TREMOR INTERNATIONAL LTD,IL0011320343,BM7RZM4,DE,SHRS,GBX,TP_27,TM_44,GB,TRMR,TREMOR INT LTD,ORD NIS0.01 (DI),5000,3,10,1508817,1526314,19/10/2020
AMSM,ASM6,MYSALE GROUP PLC,JE00BMH4MR96,BMH4MR9,IE,SHRS,GBX,TP_27,TM_43,JE,MYSL,MYSALE GROUP,ORD NPV,100000,3,10,36379,36139,22/06/2020
AMSM,ASM6,EPWIN GROUP PLC,GB00BNGY4Y86,BNGY4Y8,DE,SHRS,GBX,TP_27,TM_44,GB,EPWN,EPWIN GRP,ORD 0.05P,10000,3,10,174256,174250,15/08/2017
AMSM,ASM6,SAVANNAH ENERGY PLC,GB00BP41S218,BP41S21,DE,SHRS,GBX,TP_27,TM_44,GB,SAVE,SAVANNAH ENERGY,ORD GBP0.001,50000,3,10,1110645,1113434,18/05/2020
AMSM,ASM6,MOTIF BIO PLC,GB00BVVT4H71,BVVT4H7,DE,SHRS,GBX,TP_27,TM_45,GB,MTFB,MOTIF BIO,ORD 0.01P,500000,3,10,794502,794502,23/12/2019
AMSM,ASM6,SAN LEON ENERGY PLC,IE00BWVFTP56,BWVFTP5,IE,SHRS,GBX,TP_27,TM_44,IE,SLE,SAN LEON,ORD EUR0.01,20000,3,10,274322,272087,18/06/2018
AMSM,ASM6,PURPLEBRICKS GROUP PLC,GB00BYV2MV74,BYV2MV7,DE,SHRS,GBX,TP_27,TM_45,GB,PURP,PURPLEBRICKS,ORD 1P,7500,3,10,1381528,1627955,22/06/2020
AMSM,ASM6,JOULES GROUP PLC,GB00BZ059357,BZ05935,DE,SHRS,GBX,TP_27,TM_44,GB,JOUL,JOULES GRP,ORD 1P,3000,3,10,401032,405787,21/09/2020
AMSM,ASM6,KEFI GOLD AND COPPER PLC,GB00BD8GP619,BD8GP61,DE,SHRS,GBX,TP_27,TM_44,GB,KEFI,KEFI GOLD,ORD 0.1P,200000,3,10,221599,219987,21/09/2020
AMSM,ASM6,IGAS ENERGY PLC,GB00BZ042C28,BZ042C2,DE,SHRS,GBX,TP_27,TM_44,GB,IGAS,IGAS ENERGY,ORD 0.002P,15000,3,10,148806,147631,21/12/2020
AMSM,ASM6,GREENCOAT RENEWABLES PLC,IE00BF2NR112,BF4TVJ3,IE,SHRS,EUR,TP_27,TM_44,IE,GRP,GREENCOAT RENE.,ORD EUR0.01,10000,.03,10,1470452,1457579,24/10/2017
AMSM,ASM6,QUIZ PLC,JE00BZ00SF59,BZ00SF5,IE,SHRS,GBX,TP_27,TM_44,JE,QUIZ,QUIZ,ORD 0.3P,50000,3,10,199704,198125,24/06/2019
AMSM,ASM6,STRIX GROUP PLC,IM00BF0FMG91,BF0FMG9,DE,SHRS,GBX,TP_27,TM_45,IM,KETL,STRIX GROUP,ORD 1P,7500,3,10,1223418,1237937,04/12/2017
AMSM,ASM6,NOVACYT S.A.,FR0010397232,BF16YK9,DE,SHRS,GBX,TP_27,TM_45,GB,NCYT,NOVACYT,EUR1/15TH (CDI),1500,3,10,101756,101756,29/10/2020
AMSM,ASM6,THE SIMPLYBIZ GROUP PLC,GB00BG1THS43,BG1THS4,DE,SHRS,GBX,TP_27,TM_44,GB,SBIZ,SIMPLYBIZ GRP,ORD GBP0.01,2000,3,10,1123052,1136369,24/12/2018
AMSM,ASM6,YELLOW CAKE PLC,JE00BF50RG45,BF50RG4,IE,SHRS,GBX,TP_27,TM_45,JE,YCA,YELLOW CAKE PLC,ORD GBP0.01,3000,3,10,883605,894083,24/12/2018
AMSM,ASM6,LITIGATION CAPITAL MANAGEMENT LTD,AU000000LCA6,BD2PHW4,DE,SHRS,GBX,TP_27,TM_44,GB,LIT,LITIGATION CAP.,ORD NPV (DI),5000,3,10,451991,456812,23/09/2019
AMSM,ASM6,HUTCHISON CHINA MEDITECH LD,KYG4672N1198,BJQ2P07,DE,SHRS,GBX,TP_27,TM_44,GB,HCM,HUTCHISON CHINA,ORD USD0.10,3000,3,10,404028,393326,23/09/2019
AMSM,ASM6,ARGENTEX GROUP PLC,GB00BJLPH056,BJLPH05,DE,SHRS,GBX,TP_27,TM_44,GB,AGFX,ARGENTEX GROUP.,ORD Â£0.000,2000,3,10,395084,398055,21/09/2020
AMSM,ASM6,BURFORD CAPITAL LIMITED,GG00BMGYLN96,BMGYLN9,IE,SHRS,GBX,TP_27,TM_46,GG,BUR,BURFORD CAP LD,ORD NPV (DI),1000,3,10,1925832,1925832,19/10/2020
AMSM,ASM7,ARBUTHNOT BANKING GROUP PLC,GB0007922338,0792233,DE,SHRS,GBX,TP_27,TM_43,GB,ARBB,ARBUTHNOT,ORD 1P,500,3,10,54898,54898,18/06/2018
AMSM,ASM7,TRIBAL GROUP PLC,GB0030181522,3018152,DE,SHRS,GBX,TP_27,TM_43,GB,TRB,TRIBAL GRP.,ORD 5P,5000,3,10,83943,84938,18/03/2019
AMSM,ASM7,BORDERS & SOUTHERN PETROLEUM PLC,GB00B08F4599,B08F459,DE,SHRS,GBX,TP_27,TM_43,GB,BOR,BORDERS & STH.,ORD 1P,200000,3,10,15934,12030,21/12/2020
AMSM,ASM7,HARGREAVES SERVICES PLC,GB00B0MTC970,B0MTC97,DE,SHRS,GBX,TP_27,TM_43,GB,HSP,HARGREAVES SERV,ORD 10P,1500,3,10,111042,112360,18/03/2019
AMSM,ASM7,COHORT PLC,GB00B0YD2B94,B0YD2B9,DE,SHRS,GBX,TP_27,TM_44,GB,CHRT,COHORT,ORD 10P,750,3,10,193457,195951,09/03/2020
AMSM,ASM7,H&T GROUP PLC,GB00B12RQD06,B12RQD0,DE,SHRS,GBX,TP_27,TM_44,GB,HAT,H&T GROUP PLC,ORD 5P,1500,3,10,190519,192778,22/06/2020
AMSM,ASM7,AMUR MINERALS CORPORATION,VGG042401007,B0YHGY2,DE,SHRS,GBX,TP_27,TM_44,GB,AMC,AMUR MINERALS,ORD NPV,200000,3,10,95555,94859,21/12/2020
AMSM,ASM7,CHARIOT OIL & GAS LD,GG00B2R9PM06,B2R9PM0,IE,SHRS,GBX,TP_27,TM_44,GG,CHAR,CHARIOT OIL,ORD 1P,150000,3,10,65884,65624,21/12/2020
AMSM,ASM7,IENERGIZER LD,GG00B54NMG96,B54NMG9,IE,SHRS,GBX,TP_27,TM_43,GG,IBPO,IENERGIZER,ORD 1P,750,3,10,136140,135111,01/03/2021
AMSM,ASM7,PHOENIX GLOBAL RESOURCES PLC,GB00B7LHJ340,B7LHJ34,DE,SHRS,GBX,TP_27,TM_43,GB,PGR,PHOENIX GLOBAL,ORD 10P,50000,3,10,67039,66581,21/09/2020
AMSM,ASM7,REDCENTRIC PLC,GB00B7TW1V39,B7TW1V3,DE,SHRS,GBX,TP_27,TM_43,GB,RCN,REDCENTRIC,ORD 0.1P,5000,3,10,70784,71624,22/06/2020
AMSM,ASM7,SAFESTYLE UK PLC,JE00BGP63272,BGP6327,IE,SHRS,GBX,TP_27,TM_44,JE,SFE,SAFESTYLE UK,ORD 1P,7500,3,10,98885,100057,21/09/2020
AMSM,ASM7,FLOWTECH FLUIDPOWER PLC,GB00BM4NR742,BM4NR74,DE,SHRS,GBX,TP_27,TM_44,GB,FLO,FLOWTECH FLUID.,ORD 50P,5000,3,10,211571,209902,22/06/2020
AMSM,ASM7,NAHL GROUP PLC,GB00BM7S2W63,BM7S2W6,DE,SHRS,GBX,TP_27,TM_44,GB,NAH,NAHL GROUP,ORD GBP0.0025,7500,3,10,0,296411,22/06/2020
AMSM,ASM7,ULS TECHNOLOGY PLC,GB00BNG8T458,BNG8T45,DE,SHRS,GBX,TP_27,TM_44,GB,ULS,ULS TECH,ORD 0.4P,7500,3,10,74579,75463,24/12/2018
AMSM,ASM7,CURTIS BANKS GROUP PLC ,GB00BW0D4R71,BW0D4R7,DE,SHRS,GBX,TP_27,TM_43,GB,CBP,CURTIS BKS,ORD 0.5P,1500,3,10,149188,150958,24/06/2019
AMSM,ASM7,OXFORD BIODYNAMICS PLC,GB00BD5H8572,BD5H857,DE,SHRS,GBX,TP_27,TM_43,GB,OBD,OXFORD BIODYN,ORD GBP0.01,5000,3,10,67175,66650,24/12/2018
AMSM,ASM7,TATTON ASSET MANAGEMENT PLC,GB00BYX1P358,BYX1P35,DE,SHRS,GBX,TP_27,TM_43,GB,TAM,TATTON ASSET M.,ORD GBP0.20,2000,3,10,222381,165729,06/07/2017
AMSM,ASM8,PROTEOME SCIENCES PLC,GB0003104196,0310419,DE,SHRS,GBX,TP_29,TM_43,GB,PRM,PROTEOME,ORD 1P,100000,5,15,7632,7572,20/03/2020
AMSM,ASM8,MULBERRY GROUP PLC,GB0006094303,0609430,DE,SHRS,GBX,TP_29,TM_43,GB,MUL,MULBERRY GROUP,ORD 5P,1500,5,15,18555,18776,10/06/2020
AMSM,ASM8,APPRECIATE GROUP PLC,GB0006710643,0671064,DE,SHRS,GBX,TP_29,TM_43,GB,APP,APPRECIATE GRP.,ORD 2P,10000,5,15,149039,149039,14/01/2021
AMSM,ASM8,RENOLD PLC,GB0007325078,0732507,DE,SHRS,GBX,TP_29,TM_43,GB,RNO,RENOLD,ORD 5P,30000,5,15,0,153075,07/06/2019
AMSM,ASM8,EKF DIAGNOSTICS HOLDINGS PLC,GB0031509804,3150980,DE,SHRS,GBX,TP_29,TM_43,GB,EKF,EKF DIAGNOSTICS,ORD 1P,10000,5,15,99043,99043,23/03/2020
AMSM,ASM8,PLANT HEALTH CARE PLC,GB00B01JC540,B01JC54,DE,SHRS,GBX,TP_29,TM_43,GB,PHC,PLANT HEALTH,ORD 1P,50000,5,15,33282,33019,21/03/2018
AMSM,ASM8,UKRPRODUCT GROUP LD,GB00B03HK741,B03HK74,DE,SHRS,GBX,TP_29,TM_43,GB,UKR,UKRPRODUCT,ORD 10P,75000,5,15,462,468,20/03/2020
AMSM,ASM8,PROVEXIS PLC,GB00B0923P27,B0923P2,DE,SHRS,GBX,TP_29,TM_43,GB,PXS,PROVEXIS,ORD 0.1P,500000,5,15,11876,11782,15/08/2017
AMSM,ASM8,VELOCYS PLC,GB00B11SZ269,B11SZ26,DE,SHRS,GBX,TP_29,TM_44,GB,VLS,VELOCYS,ORD 1P,75000,5,15,29830,29594,20/03/2020
AMSM,ASM8,CHAARAT GOLD HOLDINGS LD,VGG203461055,B24FXV6,DE,SHRS,GBX,TP_29,TM_44,GB,CGH,CHAARAT GOLD,ORD USD0.01 (DI),15000,5,15,89992,88954,23/03/2020
AMSM,ASM8,E-THERAPEUTICS PLC,GB00B2823H99,B2823H9,DE,SHRS,GBX,TP_29,TM_44,GB,ETX,E-THERAPEUTICS,ORD 0.1P,15000,5,15,85597,86910,18/12/2020
AMSM,ASM8,TANFIELD GROUP PLC,GB00B4QHFM95,B4QHFM9,DE,SHRS,GBX,TP_29,TM_43,GB,TAN,TANFIELD,ORD 5P,100000,5,15,1284,1275,20/03/2020
AMSM,ASM8,TMT INVESTMENTS,JE00B3RQZ289,B3RQZ28,IE,SHRS,USD,TP_29,TM_43,JE,TMT,TMT INVESTMENTS,ORD NPV,1000,.05,15,15617,15803,19/04/2018
AMSM,ASM8,RED EMPEROR RESOURCES NL,AU000000RMP0,B6R2S40,IE,SHRS,GBX,TP_29,TM_44,AU,RMP,RED EMPEROR,ORD NPV (DI),500000,5,15,295437,295437,20/03/2020
AMSM,ASM8,LIVERMORE INVESTMENTS GROUP LD,VGG550931015,B08N4M0,DE,SHRS,GBX,TP_29,TM_43,GB,LIV,LIVERMORE,ORD NPV,7500,5,15,4600,4654,04/12/2017
AMSM,ASM8,VERSARIEN PLC,GB00B8YZTJ80,B8YZTJ8,DE,SHRS,GBX,TP_29,TM_45,GB,VRS,VERSARIEN,ORD 1P,10000,5,15,874716,868007,30/03/2020
AMSM,ASM8,CENTRALNIC GROUP PLC,GB00BCCW4X83,BCCW4X8,DE,SHRS,GBX,TP_29,TM_43,GB,CNIC,CENTRALNIC,ORD 0.1P,5000,5,15,72156,72961,11/05/2020
AMSM,ASM8,TUNGSTEN CORPORATION PLC,GB00B7Z0Q502,B7Z0Q50,DE,SHRS,GBX,TP_29,TM_44,GB,TUNG,TUNGSTEN CORP,ORD 0.438P,7500,5,15,115359,114447,23/03/2020
AMSM,ASM8,CHINA NONFERROUS GOLD LD,KYG215771042,BGLCS35,DE,SHRS,GBX,TP_29,TM_43,GB,CNG,CHINA NONFERR,ORD USD0.0001 (DI),30000,5,15,16581,16450,15/08/2017
AMSM,ASM8,ACCSYS TECHNOLOGIES PLC,GB00BQQFX454,BQQG1H7,DE,SHRS,GBX,TP_29,TM_44,GB,AXS,ACCSYS TECH,ORD EUR0.05,3000,5,15,171094,171094,29/10/2020
AMSM,ASM8,HSS HIRE GROUP PLC,GB00BVFD4645,BVFD464,DE,SHRS,GBX,TP_29,TM_43,GB,HSS,HSS HIRE,ORD GBP0.01,15000,5,15,29117,29232,14/01/2021
AMSM,ASM8,IRONRIDGE RESOURCES LIMITED,AU0000XINEX3,BVVHYX7,DE,SHRS,GBX,TP_29,TM_43,GB,IRR,IRONRIDGE,ORD NPV (DI),20000,5,15,22330,22154,19/10/2020
AMSM,ASM8,WATCHSTONE GROUP PLC,GB00BYNBFN51,BYNBFN5,DE,SHRS,GBX,TP_29,TM_44,GB,WTG,WATCHSTONE GRP,ORD 10P,5000,5,15,60821,60345,12/06/2020
AMSM,ASM8,MORSES CLUB PLC,GB00BZ6C4F71,BZ6C4F7,DE,SHRS,GBX,TP_29,TM_44,GB,MCL,MORSES CLUB,ORD GBP0.01,7500,5,15,378089,382572,20/03/2020
AMSM,ASM8,TEN LIFESTYLE GROUP PLC,GB00BF188X60,BF188X6,DE,SHRS,GBX,TP_29,TM_43,GB,TENG,TEN LIFE,ORD 0.1P,5000,5,15,94340,95459,21/09/2020
AMSM,ASM8,AGRITERRA LD,GG00BDG13C09,BDG13C0,DE,SHRS,GBX,TP_29,TM_43,GB,AGTA,AGRITERRA LD,ORD 10P,75000,5,15,531,708,01/12/2017
AMSM,ASM8,CPPGROUP PLC,GB00BMDX5Z93,BMDX5Z9,DE,SHRS,GBX,TP_29,TM_43,GB,CPP,CPPGROUP,ORD GBP1.00,1000,5,15,22979,22979,29/05/2020
AMSM,ASM8,XEROS TECHNOLOGY GROUP,GB00BMGYBJ57,BMGYBJ5,DE,SHRS,GBX,TP_29,TM_44,GB,XSG,XEROS TECH,ORD 15P,2000,5,15,150935,150935,27/11/2020
,,,,,,,,,,,,,,,,,,,
SSMM,SSC4,FISHER(JAMES)& SONS PLC,GB0003395000,0339500,DE,SHRS,GBX,TP_39,TM_45,GB,FSJ,FISHER(J)& SONS,ORD 25P,300,1,5,1242828,1262561,21/12/2020
SSMM,SSC4,TEMPLE BAR INV TST PLC,GB0008825324,0882532,DE,SHRS,GBX,TP_39,TM_45,GB,TMPL,TEMPLE BAR,ORD 25P,1000,1,5,1656895,1683195,21/09/2020
SSMM,SSC4,HALFORDS GROUP PLC,GB00B012TP20,B012TP2,DE,SHRS,GBX,TP_39,TM_45,GB,HFD,HALFORDS,ORD 1P,7500,1,5,2551489,2591989,18/03/2019
SSMM,SSC4,NB GLOBAL MONTHLY INCOME FUND LD,GG00B3KX4Q34,B3KX4Q3,IE,SHRS,GBX,TP_39,TM_45,GG,NBMI,NB GLOBAL Â,RED ORD SHS NPV Â,20000,1,5,4912124,9684243,09/09/2020
SSMM,SSC4,BARR(A.G.) PLC,GB00B6XZKY75,B6XZKY7,DE,SHRS,GBX,TP_39,TM_45,GB,BAG,BARR (A.G.),ORD 4 1/6P,2000,1,5,3752385,3812005,21/09/2020
SSMM,SSC4,RIVERSTONE ENERGY LIMITED,GG00BBHXCL35,BBHXCL3,IE,SHRS,GBX,TP_39,TM_45,GG,RSE,RIVERSTONE,ORD NPV,1000,1,5,1449434,1472441,23/12/2019
SSMM,SSC4,SPIRE HEALTHCARE GROUP PLC,GB00BNLPYF73,BNLPYF7,DE,SHRS,GBX,TP_39,TM_45,GB,SPI,SPIRE HEALTH,ORD 1P,15000,1,5,2404984,2422692,24/12/2018
SSMM,SSC4,ON THE BEACH GROUP PLC,GB00BYM1K758,BYM1K75,DE,SHRS,GBX,TP_39,TM_45,GB,OTB,ON THE BEACH,ORD 1P,5000,1,5,2304492,2341072,24/12/2018
SSMM,SSC4,EQUINITI GROUP PLC,GB00BYWWHR75,BYWWHR7,DE,SHRS,GBX,TP_39,TM_45,GB,EQN,EQUINITI,ORD 0.1P,3000,1,5,5229627,5045278,21/09/2020
SSMM,SSC4,BANK OF GEORGIA GROUP PLC,GB00BF4HYT85,BF4HYT8,DE,SHRS,GBX,TP_39,TM_45,GB,BGEO,BANK OF GEORGIA,ORD 1P,1000,1,5,2562564,2494407,21/09/2020
SSMM,SSC4,RDI REIT P.L.C.,IM00BH3JLY32,BH3JLY3,IE,SHRS,GBX,TP_39,TM_45,IM,RDI,RDI REIT,ORD 40P,5000,1,5,1064177,1092682,11/02/2019
SSMM,SSC5,DISCOVERIE GROUP PLC,GB0000055888,0005588,DE,SHRS,GBX,TP_27,TM_44,GB,DSCV,DISCOVERIE GRP.,ORD 5P,1500,3,10,611247,621194,19/03/2018
SSMM,SSC5,SPEEDY HIRE PLC,GB0000163088,0016308,DE,SHRS,GBX,TP_27,TM_44,GB,SDY,SPEEDY HIRE,ORD 5P,7500,3,10,681609,692421,22/06/2020
SSMM,SSC5,ANGLO-EASTERN PLANTATIONS PLC,GB0000365774,0036577,DE,SHRS,GBX,TP_27,TM_44,GB,AEP,ANGLO-EASTERN,ORD 25P,750,3,10,8386886,66562,04/12/2017
SSMM,SSC5,BIOTECH GROWTH TRUST (THE) PLC,GB0000385517,0038551,DE,SHRS,GBX,TP_27,TM_45,GB,BIOG,BIOTECH GWTH,ORD 25P,1000,3,10,1553585,1578245,24/09/2018
SSMM,SSC5,TED BAKER PLC,GB0001048619,0104861,DE,SHRS,GBX,TP_27,TM_46,GB,TED,TED BAKER,ORD 5P,3000,3,10,3159813,3209968,19/03/2020
SSMM,SSC5,ABERDEEN DIVERSIFIED INC & GWTH TST,GB0001297562,0129756,DE,SHRS,GBX,TP_27,TM_44,GB,ADIG,ABERDEEN DI&G,ORD 25P,3000,3,10,606952,616586,21/12/2020
SSMM,SSC5,BRUNNER INV TST PLC,GB0001490001,0149000,DE,SHRS,GBX,TP_27,TM_44,GB,BUT,BRUNNER INV.TST,ORD 25P,500,3,10,0,237496,21/12/2020
SSMM,SSC5,TULLOW OIL PLC,GB0001500809,0150080,DE,SHRS,GBX,TP_27,TM_47,GB,TLW,TULLOW OIL,ORD 10P,15000,3,10,38774196,39389660,22/06/2020
SSMM,SSC5,U AND I GROUP PLC ,GB0002668464,0266846,DE,SHRS,GBX,TP_27,TM_44,GB,UAI,U AND I GROUP,ORD 50P,5000,3,10,453548,460747,28/06/2018
SSMM,SSC5,DEVRO PLC,GB0002670437,0267043,DE,SHRS,GBX,TP_27,TM_45,GB,DVO,DEVRO,ORD 10P,3000,3,10,920597,935210,15/08/2017
SSMM,SSC5,ASIA DRAGON TRUST PLC,GB0002945029,0294502,DE,SHRS,GBX,TP_27,TM_44,GB,DGN,ASIA DRAGON,ORD 20P,3000,3,10,777535,789877,04/11/2019
SSMM,SSC5,FIDELITY ASIAN VALUES PLC,GB0003322319,0332231,DE,SHRS,GBX,TP_27,TM_44,GB,FAS,FIDELITY ASIAN,ORD 25P,1000,3,10,475351,482896,21/09/2020
SSMM,SSC5,FIDELITY JAPAN TRUST PLC,GB0003328555,0332855,DE,SHRS,GBX,TP_27,TM_44,GB,FJV,FIDELITY JAPAN,ORD 25P,2000,3,10,45836197,363779,21/09/2020
SSMM,SSC5,JPMORGAN INDIAN INV TRUST PLC,GB0003450359,0345035,DE,SHRS,GBX,TP_27,TM_45,GB,JII,JPMOR INDIAN,ORD 25P,1500,3,10,1163346,1158759,22/06/2020
SSMM,SSC5,BAILLIE GIFFORD CHINA GRWTH TST PLC,GB0003656021,0365602,DE,SHRS,GBX,TP_27,TM_44,GB,BGCG,BAILLIE GIF. CH,ORD 25P,1000,3,10,0,336099,12/10/2020
SSMM,SSC5,GO-AHEAD GROUP PLC,GB0003753778,0375377,DE,SHRS,GBX,TP_27,TM_46,GB,GOG,GO-AHEAD GROUP,ORD 10P,1000,3,10,5223804,5306722,21/12/2020
SSMM,SSC5,HEADLAM GROUP PLC,GB0004170089,0417008,DE,SHRS,GBX,TP_27,TM_44,GB,HEAD,HEADLAM GROUP,ORD 5P,2000,3,10,642922,653128,15/08/2017
SSMM,SSC5,HUNTING PLC,GB0004478896,0447889,DE,SHRS,GBX,TP_27,TM_46,GB,HTG,HUNTING,ORD 25P,3000,3,10,7978258,8104918,22/06/2020
SSMM,SSC5,MITIE GROUP PLC,GB0004657408,0465740,DE,SHRS,GBX,TP_27,TM_45,GB,MTO,MITIE GRP.,ORD 2.5P,15000,3,10,1544449,1568969,19/03/2018
SSMM,SSC5,KELLER GROUP PLC,GB0004866223,0486622,DE,SHRS,GBX,TP_27,TM_45,GB,KLR,KELLER GRP.,ORD 10P,3000,3,10,1742403,1770739,24/12/2018
SSMM,SSC5,KIER GROUP PLC,GB0004915632,0491563,DE,SHRS,GBX,TP_27,TM_46,GB,KIE,KIER GROUP,ORD 1P,5000,3,10,6502494,6604480,22/06/2020
SSMM,SSC5,BLACKROCK LATIN AMERICAN INV TSTPLC,GB0005058408,0505840,DE,SHRS,GBX,TP_27,TM_44,GB,BRLA,BLACKROCK LAT A,ORD US$0.10,1000,3,10,0,200367,21/09/2020
SSMM,SSC5,MCKAY SECURITIES PLC,GB0005522007,0552200,DE,SHRS,GBX,TP_27,TM_44,GB,MCKS,MCKAY SECS.,ORD 20P,2000,3,10,736495,927068,23/12/2019
SSMM,SSC5,MEARS GROUP PLC,GB0005630420,0563042,DE,SHRS,GBX,TP_27,TM_44,GB,MER,MEARS GROUP,ORD 1P,2000,3,10,360189,365907,15/01/2018
SSMM,SSC5,MCBRIDE PLC,GB0005746358,0574635,DE,SHRS,GBX,TP_27,TM_44,GB,MCB,MCBRIDE,ORD 10P,5000,3,10,413296,419856,15/08/2017
SSMM,SSC5,MENZIES(JOHN) PLC,GB0005790059,0579005,DE,SHRS,GBX,TP_27,TM_45,GB,MNZS,MENZIES(J),ORD 25P,3000,3,10,3171386,830601,24/10/2017
SSMM,SSC5,ABERDEEN NEW INDIA INV TRUST PLC ,GB0006048770,0604877,DE,SHRS,GBX,TP_27,TM_44,GB,ANII,AB NEW INDIA,ORD 25P,750,3,10,350764,352156,21/09/2020
SSMM,SSC5,NORTH ATLANTIC SMALL CO INV TST PLC,GB0006439003,0643900,DE,SHRS,GBX,TP_27,TM_44,GB,NAS,NORTH ATL.SMLR,ORD 5P,100,3,10,509662,517752,21/12/2020
SSMM,SSC5,PACIFIC ASSETS TRUST PLC,GB0006674385,0667438,DE,SHRS,GBX,TP_27,TM_44,GB,PAC,PACIFIC ASSETS,ORD 12.5P,1500,3,10,454704,461921,21/09/2020
SSMM,SSC5,PORVAIR PLC,GB0006963689,0696368,DE,SHRS,GBX,TP_27,TM_44,GB,PRV,PORVAIR,ORD 2P,750,3,10,264425,268622,24/09/2018
SSMM,SSC5,RICARDO PLC,GB0007370074,0737007,DE,SHRS,GBX,TP_27,TM_44,GB,RCDO,RICARDO,ORD 25P,1000,3,10,577722,586940,24/12/2018
SSMM,SSC5,RPS GROUP PLC,GB0007594764,0759476,DE,SHRS,GBX,TP_27,TM_45,GB,RPS,RPS GRP.,ORD 3P,7500,3,10,929577,944332,31/01/2018
